0,145,56,150,229,65,98,238,93,51,145,252,140,51,187,257,182,145,98,150,140,150,187,107,56,182,51,42,234,276,224,COVID-269
1,159,33,159,206,65,75,252,75,47,117,266,121,37,159,271,164,159,75,159,121,159,164,121,33,196,33,33,206,280,206,COVID-2848
2,150,19,140,280,19,79,280,84,5,145,294,150,5,210,294,215,145,84,145,150,145,215,103,14,196,19,5,276,290,280,COVID-369
3,145,37,154,206,51,84,229,75,33,131,252,112,23,173,262,154,145,79,150,121,150,164,93,42,164,37,19,215,271,196,COVID-1387
4,145,9,145,248,65,70,224,70,61,131,229,131,61,192,234,187,145,70,145,131,145,192,112,9,178,9,56,248,243,248,COVID-3333
5,135,33,145,252,37,89,238,84,19,145,262,135,19,201,266,192,140,89,140,140,140,196,84,33,187,28,28,257,280,248,COVID-1405
6,150,23,150,271,33,84,262,84,23,150,266,145,23,210,271,210,150,84,150,150,150,210,112,23,187,23,23,276,280,271,COVID-1139
7,145,37,140,266,47,93,234,93,28,150,248,150,14,206,262,206,140,93,140,150,140,206,103,37,178,37,5,262,266,266,COVID-1476
8,159,37,154,234,75,84,238,89,65,135,248,135,61,182,252,187,159,89,159,135,159,182,121,37,196,42,56,229,252,234,COVID-3519
9,145,47,145,215,65,89,229,93,51,131,238,131,42,168,248,173,145,89,145,131,145,173,107,47,182,51,42,210,248,215,COVID-2474
10,154,42,154,215,61,84,243,84,51,126,252,126,47,168,257,168,154,84,154,126,154,168,117,42,187,42,42,215,257,210,COVID-3512
11,159,47,168,192,84,84,238,75,70,121,252,112,70,159,252,150,159,84,164,117,164,154,121,47,196,42,75,196,257,187,COVID-3039
12,145,5,145,229,65,61,229,61,51,117,248,117,47,173,252,173,145,61,145,117,145,173,107,5,182,5,42,229,266,234,COVID-80
13,150,14,154,173,75,51,229,51,65,93,243,93,61,131,248,131,150,51,150,93,154,131,112,14,182,14,51,173,252,173,COVID-855
14,145,56,145,294,47,117,243,112,37,178,252,173,33,234,266,234,145,117,145,173,145,234,107,56,182,56,28,294,276,290,COVID-1422
15,159,33,159,234,65,84,248,79,51,135,262,131,42,187,266,182,159,84,159,131,159,182,121,33,196,33,28,234,280,234,COVID-1697
16,159,23,159,182,89,61,238,61,75,103,252,103,65,140,257,140,159,61,159,103,159,140,121,23,196,23,56,178,266,182,COVID-3380
17,173,23,173,238,65,79,276,75,51,131,290,131,42,187,294,182,173,79,173,131,173,187,121,23,220,23,37,243,294,238,COVID-3363
18,131,42,159,224,79,98,206,79,65,145,220,121,65,192,229,168,135,89,145,135,150,178,107,47,154,37,65,238,238,210,COVID-3031
19,187,19,178,178,98,56,266,61,84,93,280,103,75,131,285,140,182,56,182,98,178,135,150,19,224,19,70,173,280,178,COVID-2169
20,145,14,150,248,61,70,229,70,47,131,252,131,37,192,262,187,145,70,145,131,145,187,112,14,178,14,37,248,262,248,COVID-103
21,187,84,173,266,84,121,271,135,70,164,285,182,65,210,294,229,187,131,182,173,178,220,150,79,224,89,61,252,290,276,COVID-162
22,168,47,168,182,89,79,262,84,70,112,271,117,65,150,276,150,168,79,168,117,168,150,131,47,206,47,56,182,290,187,COVID-1502
23,145,56,164,276,51,121,243,103,42,173,257,159,37,229,271,210,150,112,154,164,159,220,107,61,182,56,28,285,271,266,COVID-1560
24,164,33,164,201,75,75,243,75,65,112,252,117,56,154,257,159,164,75,164,117,164,159,126,33,201,33,47,196,266,201,COVID-3329
25,159,28,168,234,65,84,262,75,51,135,276,126,42,187,290,178,164,79,164,131,168,182,121,33,196,28,42,234,294,229,COVID-3602
